Year,Title,Author,Keywords,Journal,Citations,Abstract
2025,城市公共服务空间匹配与市场性收入均等,张楠;谢欣桐;刘蓉,现代化人民城市;公共服务;供需空间匹配;市场性收入均等,经济研究,0,提供优质均衡的公共服务是建设现代化人民城市的关键。但宏观层面的传统供给均等化视角未能充分关注到微观层面居民区公共服务的不平衡不充分状况，难以准确衡量城市内部公共服务布局水平。基于此，本研究首先从供需匹配视角解构公共服务均衡性和可及性的衡量标准，并基于高德地图设施点位大数据与社区居民点位置信息，构建包含基础教育、医疗卫生、文化体育、公共交通、公共安全的城市公共服务空间匹配指标，实证检验了其对居民市场性收入均等的影响。结果显示，中国各线城市公共服务空间匹配程度不断提高，可达性、多样性、平衡性均呈现上升态势，并通过就业效应、健康效应以及社会网络效应显著缓解了居民市场性收入不均等。拓展性研究发现，公共服务空间匹配改善了居住隔离状况，提高了企业对低技能劳动力的岗位需求。本研究为现代化人民城市建设、数字技术赋能公共服务治理以及新时代财政保障体系完善提供了政策参考。
2025,投资者预期协同的资产定价研究——基于多特征机器学习视角,唐国豪;陈海玮;朱琳;姜富伟,特征学习;预期协同;预期管理;神经网络模型;资产定价,管理世界,0,大数据时代下，随着人工智能技术的深度应用，投资者比以往更能有效关注资本市场的海量信息。投资者对多维信息的关注能否提升预期协同水平，这一问题对于深刻理解资本市场的预期形成具有重要意义。本文基于中国上市公司的多维度特征，引入机器学习框架，构造预期协同指标，探讨多特征学习下的投资者预期如何影响资产定价。实证结果表明，预期协同水平越低，股票未来收益越低，这说明提高投资者的预期协同水平有助于我国资本市场的稳定与可持续发展。本文进一步从卖空约束与有限套利两个角度，证明了错误定价是投资者预期协同与股票未来收益正相关关系的作用机制。此外，本文还发现会计信息质量与预期协同的定价效应显著负相关，而特征数量则对定价效应呈现先增强后减弱的非线性影响。本文针对不同交易风格的投资者进行了异质性分析，发现投资者对金融信号的偏好差异会导致预期协同的定价效应不同。最后，本文围绕我国的投资者信息学习、资本市场信息质量建设、人工智能技术应用与预期管理等多个方面提出了政策建议。
2025,国企股权网络与地方债务扩张——基于穿透式监管的视角,周博,地方政府融资平台;股权网络;借壳融资;工商企业注册数据,管理世界,0,本文利用工商企业注册数据中5180万家企业的9250万条股东信息建立了地方国有企业的股权网络全景图，并结合全国税收调查企业数据研究了地方政府融资平台债务扩张的新机制。本文发现地方政府融资平台股权网络在2008年后从横向和纵向两个维度迅速扩张。利用2011年银监会对融资平台的信贷监管冲击，研究发现受到监管的融资平台会通过其股权网络中没有受监管的企业进行融资来逃避监管，并使总体债务规模持续上升。进一步分析表明，融资平台股权网络企业的负债率和负债规模虽然显著上升但其投资、雇佣以及产出并没有变化，而受到监管的融资平台自身的负债、投资和雇佣却显著提高，且增加了从其股权网络企业获得的直接借款。本文的研究结论为认识地方债务规模、理解地方债务增长和防范化解地方债务风险提供了具体且清晰的政策启示，即穿透地方国有企业股权网络的地方债务监管思路是完善全口径地方债务监测监管体系的核心要义。
2025,数据要素循环的税收治理逻辑——基于住房市场征管数据的证据,叶菁菁;余白雪;傅佳莎;王筱筱,数据要素;税收征管;边际报酬递增;数据质量;税负公平,管理世界,0,本文揭示了数据作为新型生产要素在税收治理中发挥边际报酬递增特性的微观机理。研究发现，税收优惠政策引致的住房成交量增加会通过提升计税分区内数据要素累积，带来税收征管效率（计税价/成交价）的持续提升。从数据来源角度，政策效应在数据要素增量较多（新增交易）的分区更为明显；而在数据要素存量较高（历史交易）的分区，并未观察到征管效率存在显著差异。相较于数据要素规模，内部数据要素质量对征管效率的提升具有更为明显的促进效果，来自第三方交易的外部数据质量影响有限。从时间维度看，数据要素增量较多的分区，征管效率呈现明显的动态递增提升趋势，印证了数据要素持续更新（而非静态存量）在驱动征管效率持续提升中的核心作用。值得重视的是，由于数据要素积累与交易频次相关，征管效率的提升主要集中在交易更频繁的低财富住房中，这可能带来实际税负的纵向不公。本研究为“以数治税”的深入推进提供了可供借鉴的经验证据。
2025,美欧关税与全球新能源汽车供应链的重构,李坤望;王方,新能源汽车关税;供应链重构;扩大内需;规模经济,管理世界,0,中国是全球新能源汽车最大产销国，并且拥有最完善的新能源汽车产业体系。美国、欧盟对中国加征关税，不仅影响各方新能源汽车行业的发展，也将对全球新能源汽车供应链带来很大冲击。本文构建了一个包含新能源汽车供应链的多国多部门一般均衡模型，其中供应链涵盖了3个主要环节，关键矿产、锂离子电池和新能源汽车，定量评估了美国、欧盟对中国新能源汽车产业加征关税的经济影响，并以消费补贴为例分析中国的应对措施。本文研究有以下发现。（1）美国加征关税对中国新能源汽车产业各关键环节都造成损害，其中供应链上中游环节受损最严重；美国锂离子电池环节虽从中受益，但其新能源汽车竞争力会因锂离子电池成本增加而下降。（2）欧盟加征关税虽然仅限于下游产品，且税率远低于美国水平，但对中国新能源汽车产业的损害明显更大，这主要归因于欧盟是中国新能源汽车出口的主要市场。（3）美国、欧盟对华加征关税都会重构全球新能源汽车供应链，中国出口份额会被世界其他国家部分替代，其中锂离子电池受到的冲击显著大于供应链其他环节。（4）扩大内需可有效应对美欧关税冲击，国内新能源汽车消费补贴提高4.5%即可对冲美欧关税对中国新能源汽车产业的不利影响。
2025,数实技术融合与企业出口韧性,谢谦;金才淇;刘维刚,数实融合;数实技术融合;企业出口韧性;产业链;稳外贸,管理世界,0,数字经济和实体经济深度融合为中国经济增长注入新动能，技术融合作为数实融合的关键一环，对提升企业出口韧性有重要作用。本文首先构建包含数实技术融合与企业出口韧性的理论模型，分析了数实技术融合通过提升企业生产率、降低贸易成本两个渠道增强企业出口韧性的作用机制。进一步利用Python爬虫技术获取中国企业专利引用信息，以此测度企业数实技术融合水平，并与2008～2020年全国税收调查数据匹配，对理论分析结论进行实证检验，实证结果与理论推演高度契合。企业内部特征方面，规模越大、处于成熟期以及研发强度较高的企业，数实技术融合越能提升企业出口韧性；外部环境特征方面，外部市场重要程度越高以及数字基础设施建设越完善的企业，其数实技术融合对出口韧性的强化作用更为突出。在全球贸易格局深度调整与我国数实融合纵深推进的关键期，研究结论为企业差异化推进数实技术融合、增强出口抗风险能力，助力外贸高质量发展提供了决策参考。
2025,策略性模糊在突破技术双重锁定中的作用机制——基于康尼机电的纵向案例研究,黄菲菲;肖咪咪;贾良定;陈传明,策略性模糊;技术内部锁定;技术外部锁定;关键核心技术;案例研究,管理世界,0,本研究聚焦策略性模糊在中国企业突破技术双重锁定中的关键作用。基于康尼机电的纵向案例，本文构建了企业突破技术双重锁定过程的四阶段模型。本文研究有以下几个方面的发现。第一，技术双重锁定的突破呈现出“重构技术定义—创新技术架构—升级技术模块—国际市场认可”的演化过程。第二，重构技术定义阶段，企业通过授权型模糊激活组织内部认知多样性，形成多路径并存的探索张力；创新技术架构阶段，企业运用联想型模糊融合跨领域技术要素，推动技术架构的跨界重组；升级技术模块阶段，企业以启发型模糊建立跨层级转换机制，促进模块间的系统协同；国际市场认可阶段，企业通过邀请型与适配型模糊构建多重解释共存的空间，形成多元主体的共识，促成新技术的制度合法化与市场认同。第三，策略性模糊亦存在犹豫不决、表层相似陷阱、抽象偏差、身份模糊和表达碎片化等风险，因此企业需要建立相应的收敛与控制机制。本文不仅揭示了策略性模糊在突破技术双重锁定过程中的作用机制，也将该理论拓展至技术创新领域，为中国企业在全球技术竞争中实现自主创新提供了重要的理论支持与实践启示。
2025,“存贷双高”企业的高现金持有之谜——基于现金操纵视角的分析与证据,杨国超;刘琪;王克敏,存贷双高;现金;现金操纵;会计造假;实际业务活动,管理世界,0,“存贷双高”企业宁愿持有大量现金，也不愿先行偿付需要承担大量利息成本的短期有息负债的怪象，与经典的优序融资理论相悖。对此，本文研究“存贷双高”企业的高现金持有之谜。首先，本文采用问卷调查法对会计师事务所和银行的相关从业人员进行调研，初步确认了现实中企业会通过会计造假或实际业务活动等方式操纵账面现金。进一步地，通过大样本检验发现，“存贷双高”企业更可能在未来年度被证监会以“现金科目相关的会计违规”问题处罚，表明“存贷双高”企业会通过会计造假方式操纵账面现金；同时，“存贷双高”企业以报告期末账面现金为基础计算的资金收益率显著更低，且受限资金占比也显著更高，表明“存贷双高”企业还会通过期末临时拆借资金或“以贷转存”并反复质押借款等实际业务活动方式虚增账面现金。此外，本文还发现，“存贷双高”企业操纵账面现金的目的是掩盖企业资金压力较大的事实，同时也迷惑了部分非专业投资者。本文研究挑战了企业账面现金难以被操纵的传统认知，拓宽了企业财务报表操纵领域的研究边界。
2025,“乡村建设行动”政策的劳动收入效应评估——基于帮扶主体贡献度的研究,张鹏龙;钟建乐;韩天阔;胡羽珊,乡村振兴;乡村建设;项目制;宜居宜业和美乡村;资本下乡,管理世界,0,乡村建设作为乡村振兴战略的重要内容，离不开多层级政府投资乡村建设行动的支持。本文从经济集聚的视角分析了乡村建设行动政策如何影响农民的劳动生产活动，并利用代表性地区的微观家庭追踪数据进行了实证检验。研究发现：第一，乡村建设行动政策显著提高了农村中低收入家庭的劳动收入和农业生产经营性收入，这一效应源自劳动参与率、劳动时间和劳动工资率的全面提升；第二，机制分析表明，该政策通过直接的项目投入和间接地提升农村生产生活水平，促进了资本和劳动力要素向农村地区集聚，这一过程推动了劳动力市场的发育，提升了其密度与配置效率，从而带动了劳动收入增长；第三，该政策更有助于提高缺乏劳动供给、脱贫不稳定户的劳动收入，且到户、不招标项目的劳动收入提升效应更为明显；第四，该政策的投资回报率为35.38%，源自县级政府项目建设资金的使用效率依次高于省市政府和中央政府，这意味着层级间政府帮扶主体贡献度的差异对项目制政策效果具有重要影响。本研究表明，在完善乡村振兴投入机制的过程中，应注重发挥乡村建设“宜居与宜业”的协同功能，给予弱势群体更大的政策倾斜，提高基层政府在涉农资源配置的决策权限，从而加快城乡融合发展和农业农村现代化的进程。
2025,城乡融合发展与县域经济转型——来自城乡融合发展试验区的经验证据,方师乐;叶俊焘;黄祖辉;张志坚,城乡融合;县域经济;要素流动;产业融合;乡村振兴,管理世界,0,城乡融合发展是中国式现代化的必然要求，以城乡融合发展促进县域经济转型是新发展阶段中国经济高质量增长的关键突破口。本文将2015～2023年全国1328个县（市）的宏观数据与“浙大卡特—企研中国涉农研究数据库”相匹配，利用“城乡融合发展试验区改革”的准自然实验，构建多时点双重差分模型，实证研究城乡融合发展如何影响县域经济转型及其实现路径。结果表明，城乡融合发展对县域经济的影响主要体现在产业结构转型层面，表现为降低第一产业增加值占比，增加第二产业增加值占比，对第三产业增加值占比无显著影响。上述结论在不同试验任务和城市构成的片区以及不同产业基础和政策执行强度的县（市）呈现出明显的异质性。深入剖析县域经济转型的内涵后发现，城乡融合发展可以提升县域基本公共服务和基础设施水平、提高县域工商业资本活力，加速新型农业经营主体构建和农村产业融合发展，并引导新形态要素在县域汇聚。本文的研究不仅为城乡融合发展促进县域经济转型的实现路径提供了经验证据，也为科学理解经济转型期背景下城乡融合发展的目标方向、探索以城乡融合发展统筹新型工业化、新型城镇化和乡村全面振兴提供有益参考。
2025,信息化时代农业经济管理与产业化人才培养探索——评《农业经济管理与产业化发展探究》,张佳;曾智,,管理世界,0,<正>在信息时代，云计算、大数据、人工智能等技术迅猛发展，深刻重塑着社会生产与生活方式，农业作为国民经济基础产业，其发展模式与经济管理范式正经历前所未有的变革，并对农业经济管理实践及人才培养提出全新要求。数字化技术的应用，使农业经济管理的对象、方法和工具发生根本性变化，管理决策从依赖直觉转向依赖海量数据的分析与洞察，推动传统管理范式向现代化、精细化的数智化模式转型。农业产业化进程加速对人才知识结构提出新要求，现代农业已形成贯通一二三产业的完整产业链，涵盖精深加工、品牌营销等新业态，这要求农业经济管理者兼具生产管理、市场金融知识与信息技术应用能力。
2025,新质生产力为中国经济发展注入强劲活力——评《新质生产力：中国经济高质量发展的澎湃动能》,李婷婷,,管理世界,0,<正>新质生产力作为中国经济高质量发展的核心引擎，正在重塑新的产业格局与增长逻辑。由北京大学光华管理学院编著的《新质生产力：中国经济高质量发展的澎湃动能》一书，系统阐释了新质生产力的理论内涵、实践路径与未来图景。以宏大的历史视野与敏锐的现实洞察，将新质生产力置于全球科技革命与中国现代化进程的交汇点，揭示其如何通过技术跃迁、要素重构与制度创新为中国经济注入澎湃动能。
2025,以生产者责任延伸撬动我国循环经济发展——评《生产者责任延伸理论及其在中国的实践研究》,朱庆华,,管理世界,0,<正>生产者责任延伸不仅关系到企业的社会责任，而且关系到国家生态文明建设战略的实施。因此我国高度重视生态文明建设，着力建设美丽中国。党的二十大报告指出我国生态环境保护和绿色发展的重要意义，明确了“推动绿色发展，促进人与自然和谐共生”的战略方向。企业作为经济社会的发展主体，由于生产型企业在制造产品阶段对环境影响较大和对资源需求较大，由此带来一系列环境破坏风险。保护环境企业责无旁贷，其社会责任延伸到协调经济发展与环境保护之间的关系。因此，生产者责任延伸制是促进我国循环经济整体发展的重要路径。
2025,区域间供应链关系与资本跨区域流动——来自微观企业的证据,杨继彬;吴文锋;杨博文,企业供应链;资本跨区域流动;异地并购;资源配置效率;区域差距,经济研究,0,资本跨区域合理有序流动是提升资源跨区域配置效率和推进区域协调发展的重要途径，但其流动模式是否遵循先贸易再投资的“渐进式跨区域化”的过程，有待进一步研究。本文借助企业异地供应链关系这一代表性跨区域贸易形式，利用中国A股上市公司异地并购数据，研究区域间供应链关系对资本跨区域流动的影响及其后果。研究发现，异地供应商（客户）关系能够显著提高企业异地并购的概率与规模。主要机制为：降低并购过程中的信息不对称、创造协同效应和提升企业的异地并购动机。此外，本文还发现，具有异地供应商（客户）关系基础的异地并购能够在微观上提高并购企业的资源配置效率；宏观上区域间的供应链关系还能通过促进资本跨区域流动，缩小区域发展差距。本文从企业视角提供了我国区域间供应链关系如何影响资本流动的直接证据，并揭示了这种影响在提升资源跨区域配置效率和推进区域经济协调发展中的作用，对缩小我国区域发展差距和促进共同富裕具有重要借鉴意义。
2025,创新驱动政策如何引导风险资本流向技术创新企业？,胡晓;冯乾彬;王正杰;杨德林,创新驱动政策;风险资本;投资决策;技术创新;国家自主创新示范区,经济研究,0,创新驱动政策和风险资本均是推动技术创新的重要力量，探讨创新驱动政策如何引导风险资本流向技术创新企业，对于培育壮大同科技创新相适应的长期资本、耐心资本有重要意义。本文通过理论模型揭示了风险资本投资高技术创新水平企业的决策机制，进而剖析了创新驱动政策在其中的引导作用。基于2000—2023年发生的160663笔风险投资事件，本文采用多时点双重差分模型对理论预期进行了实证检验。研究发现：（1）创新驱动政策显著促进风险资本投资具有更高技术创新水平的企业；（2）创新驱动政策引导作用的发挥主要通过加强对技术创新活动的基础保障和风险分担，进而影响风险资本的预期投资收益及风险，同时提高其失败容忍度和风险承担水平；（3）创新驱动政策对成功经验更丰富的风险资本具有更大影响，也能更显著地促进风险资本在投资更后期的成熟企业以及投资热度更低、非高新技术行业时选择其中的高技术创新水平企业，并且不同类型风险资本都会受到政策引导，但政策对公司型的作用更强，对政府型则较弱；（4）风险资本介入能够提升被投企业的技术创新水平，而创新驱动政策有助于扩大风险资本这一积极效应。本文论证了创新驱动政策通过改变风险投资决策间接支持企业技术创新的机制，也丰富了宏观政策对资源要素流向结构影响的探讨。同时，本文的研究结论对于建立健全科技金融体制、促进资本要素向发展新质生产力集聚也具有实践启示。
2025,农户增收的中国经验：小额信贷与农村致富带头人的协同机制,文书洋;王擎;张琳;冯文钦,小额信贷;农户增收;农村致富带头人;中国特色金融发展之路,经济研究,0,中国小额信贷的广泛积极成效与国际大量负面证据形成反差，这蕴含着独特的“中国经验”。基于长期驻村观察和调研，本文提出农村致富带头人制度与小额信贷的协同机制：信贷帮助农户跨越资金门槛，而致富带头人通过“传、帮、带”提升其生产经营能力，共同形成“1+1>2”的效果。通过构建包含人力资本外溢与信贷约束的农业经济增长模型阐释作用机制，并利用某典型欠发达县近2万户脱贫监测户的独特微观跟踪数据进行实证检验，辅以某地级市和全国层面的数据。研究发现，致富带头人帮扶能够显著强化小额信贷的增收效果，提升增收的可持续性，并且“信贷贴息+致富带头人选育”的政策组合能够大幅提升财政资金使用效率。这一模式是中国特色金融发展之路的重要实践，为全球普惠金融发展、提高财政资金效率、防控小额信贷风险提供了启示与借鉴。
2025,化石能源回弹效应与碳排放权交易政策的调节作用——基于生产网络内生调整视角,陈占明;陈子豪;马健洪,回弹效应;碳排放权交易;化石能源;生产网络,经济研究,0,能源回弹效应是影响能效提升实际节能效果的核心因素，本文从生产网络内生调整视角研究化石能源回弹效应和全国碳排放权交易市场的潜在影响。通过构建引入碳排放权交易政策与能源效率的生产网络一般均衡结构模型刻画理论传导机制，并结合中国投入产出数据校准模型进行量化分析，研究发现：（1）部门能效提升在生产网络中产生超出部门本身的宏观影响，通过结构效应和规模效应引起回弹现象，价格传导与经济结构内生调整在过程中发挥核心作用；（2）碳排放权交易政策通过扩大成本冲击和改变网络结构特征系统影响能效冲击传导并改变回弹效应；（3）生产网络结构和低替代弹性特征使得中国化石能源回弹效应表现出明显的“超级节能”现象，碳排放权交易政策提高回弹效应从而弱化了节能效果，各部门结构特征差异导致明显的异质性结果。本文研究表明，在推动重点领域化石能源利用效率提升并充分利用回弹“溢出”效应的同时，通过配套政策调控碳排放权交易政策的潜在影响，对于中国加速完善绿色转型政策体系、稳妥推进“双碳”目标落实具有战略意义。
